"Title","PublicationDate","Year"
"factors influencing outcome of treatment with zidovudine of patients with aids in australia the australian zidovudine study group","1990 Aug",1990
"full length recombinant cd4 and recombinant gp120 inhibit fusion between hiv infected macrophages and uninfected cd4 expressing t lymphoblastoid cells","1990 Aug",1990
"elevated levels of cd4 antigen in sera of human immunodeficiency virus infected populations","1990 Aug",1990
"hierarchical pattern of mucosal candida infections in hiv seropositive women","1990 Aug",1990
"surface immunoglobulin positive t lymphocytes in hiv 1 infection relationship to cd4 lymphocyte depletion","1990 Aug",1990
"aids related infections","1990 Aug",1990
"candida albicans in patients with the acquired immunodeficiency syndrome absence of a novel of hypervirulent strain","1990 Aug",1990
"role of neisseria gonorrhoeae and chlamydia trachomatis in pelvic inflammatory disease and its sequelae in zimbabwe","1990 Aug",1990
"anal human papillomavirus infection among human immunodeficiency virus seropositive and seronegative men","1990 Aug",1990
"re an autopsy of epidemiologic methods the case of poppers in the early epidemic of the acquired immunodeficiency syndrome aids","1990 Aug",1990
"risk factors for progression of human immunodeficiency virus hiv infection among seroconverted and seropositive homosexual men","1990 Aug",1990
"publicly funded hiv counseling and testing united states 1985 1989","1990 Aug",1990
"gingival hiv detection studied","1990 Aug",1990
"aids in the americas a public health priority for the region","1990 Aug",1990
"characterization of the in vitro maturation of monocytes and the susceptibility to hiv infection","1990 Aug",1990
"monocyte mediated lysis of hiv infected tumor cells","1990 Aug",1990
"pentamidine induced acute pancreatitis in a patient with aids","1990 Aug",1990
"tumour markers as prognostic aids in prostatic carcinoma","1990 Aug",1990
"effect of phorbol myristate acetate on t cell colony formation interleukin 2 il 2 receptor expression and il 2 production by cells from patients at all stages of hiv infection","1990 Aug",1990
"t activation marker evaluation in arc patients treated with azt comparison with cd4 lymphocyte count in non progressors and progressors towards aids","1990 Aug",1990
"priming of cd4 t cells specific for conserved regions of human immunodeficiency virus glycoprotein gp120 in humans immunized with a recombinant envelope protein","1990 Aug",1990
"treatment of advanced kaposi s sarcoma using a combination of bleomycin and vincristine","1990 Aug",1990
"synthesis and anti hiv 1 activity of 2 up fluoro analogues of active anti aids nucleosides 3 azido 3 deoxythymidine azt and 2 3 dideoxycytidine ddc","1990 Aug",1990
"treatment and rehabilitation in juvenile hearing disorders","1990 Jul 30",1990
"sexual transmission of hepatitis c virus cohort study 1981 9 among european homosexual men","1990 Jul 28",1990
"erratum","1990 Jul 27",1990
"u s says study suggests dentist conveyed aids","1990 Jul 27",1990
"first uk trial of aids vaccine approved","1990 Jul 26",1990
"hiv infected surgeon","1990 Jul 25",1990
"surgeon with aids lack of evidence of transmission to patients","1990 Jul 25",1990
"physicians and the acquired immunodeficiency syndrome","1990 Jul 25",1990
"as aids epidemic approaches second decade report examines what has been learned","1990 Jul 25",1990
"aids focus aids in uganda","1990 Jul 25-31",1990
"the incidence of gonorrhea as an indicator for prevention of aids in greenland","1990 Jul 23",1990
"symptoms in suspected and early stages of hiv infections in 2 amsterdam family practices","1990 Jul 21",1990
"operating practices of and precautions taken by orthopaedic surgeons to avoid infection with hiv and hepatitis b virus during surgery","1990 Jul 21",1990
"aids vaccine therapy phase i trial","1990 Jul 21",1990
"long hiv 1 incubation periods and dynamics of transmission within a family","1990 Jul 21",1990
"covalently linked peptides for enzyme linked immunosorbent assay","1990 Jul 20",1990
"prevention of hiv 1 infection and preservation of cd4 function by the binding of cpfs to gp120","1990 Jul 20",1990
"interim proposal for a who staging system for hiv infection and disease","1990 Jul 20",1990
"","1990 Jul 18",1990
"from the centers for disease control hiv related knowledge and behaviors among high school students selected us sites 1989","1990 Jul 18",1990
"primary health care hiv and community care own home own bed own life","1990 Jul 18-24",1990
"diarrhea cause by parasites","1990 Jul 17",1990
"tuberculosis control and the aids epidemic in developing countries","1990 Jul 15",1990
"toxicity of combined ganciclovir and zidovudine for cytomegalovirus disease associated with aids an aids clinical trials group study","1990 Jul 15",1990
"tuberculosis a disease that is difficult to eradicate description of a case","1990 Jul 15",1990
"human immunodeficiency virus infection of human bone marrow stromal fibroblasts","1990 Jul 15",1990
"aids autopsies a matter of decency","1990 Jul 14",1990
"genital ulcers and hiv antibody","1990 Jul 14",1990
"prevention and control of tuberculosis in facilities providing long term care to the elderly recommendations of the advisory committee for elimination of tuberculosis","1990 Jul 13",1990
"cocktail vaccine may protect against hiv","1990 Jul 12-25",1990
"aids research outlook bleak with brighter patches","1990 Jul 11-17",1990
"bone marrow transplantation as possible treatment of hiv 1 infection in the future","1990 Jul 11",1990
"impact of the human immunodeficiency virus epidemic on mortality in women of reproductive age united states","1990 Jul 11",1990
"sexual transmission efficiency of hepatitis b virus and human immunodeficiency virus among homosexual men","1990 Jul 11",1990
"from the centers for disease control update serologic testing for hiv 1 antibody united states 1988 and 1989","1990 Jul 11",1990
"from the food and drug administration","1990 Jul 11",1990
"this month brings new information about aids to profession public","1990 Jul 11",1990
"mapping the fine specificity of a cytolytic t cell response to hiv 1 nef protein","1990 Jul 1",1990
"aids and confidentiality","1990 Jul 7",1990
"familial microepidemics of tuberculosis","1990 Jul 7",1990
"aid aids aids efforts with new syringes","1990 Jul 6",1990
"preliminary crystallographic analysis of the fab fragment of an antibody against hiv gp120","1990 Jul 5",1990
"controlled trial of megestrol acetate for the treatment of cancer anorexia and cachexia","1990 Jul 4",1990
"isolation of highly purified human blood monocytes for in vitro hiv 1 infection studies of monocyte macrophages","1990 Jul 3",1990
"homeless youth and aids knowledge attitudes and behaviour","1990 Jul 2",1990
"attitudes knowledge and behaviour of general practitioners in relation to hiv infection and aids commonwealth aids research grant committee working party","1990 Jul 2",1990
"voluntary hiv antibody testing among std clinic patients a pilot study","1990 Jul 2",1990
"gallium scintigraphy in aids","1990 Jul 2",1990
"strategies for primary prevention of aids","1990 Jul",1990
"justifying a principle of informed consent a case study in autonomy based ethics","1990 Jul",1990
"contagious symbols the inflated fear of aids among health care professionals","1990 Summer",1990
"organizational development and privatization a bolivian success story","1990 Jul-Sep",1990
"aids and hospitals the policy options","1990 Summer",1990
"surgical practice in hospitals hiv and the surgical team","1990 Jul",1990
"governors committee on aids to examine concerns of the surgical community","1990 Jul",1990
"aids and health care workers case studies","1990 Jul",1990
"osha tackles infection control","1990 Jul",1990
"work up of the patient with hiv infection","1990 Jul",1990
"aids and physicians in rhode island resources and responsibilities","1990 Jul",1990
"sinus and nasal manifestations of the acquired immunodeficiency syndrome","1990 Jul",1990
"aids beliefs in young women are they related to aids risk reduction behavior","1990 Jul-Sep",1990
"relevance of routine diagnosis of chlamydia and hiv infections in vienna prostitutes","1990 Jul",1990
"aids and blood transfusion","1990 Jul",1990
"public health measures in aids","1990 Jul",1990
"aids","1990 Jul",1990
"diclazuril in the treatment of severe cryptosporidial diarrhoea in aids patients","1990 Jul",1990
"age preference in sexual choice and hiv transmission","1990 Jul",1990
"hiv infection race and drug treatment history","1990 Jul",1990
"seronegative disseminated coccidioidomycosis in patients with hiv infection","1990 Jul",1990
"hiv epidemic and changes in the use of contraception among norwegian adolescents","1990 Jul",1990
"hiv and infant feeding practices epidemiological implications for sub saharan african countries","1990 Jul",1990
"behavioural changes in intravenous drug users in geneva rise and fall of hiv infection 1980 1989","1990 Jul",1990
"murine immunoglobulin g anti cd4 monoclonal antibodies bind to primary human monocytes and macrophages through fc receptors as well as authentic cd4","1990 Jul",1990
"experimental infection of macaques with hiv 2ben a novel hiv 2 isolate","1990 Jul",1990
"occupationally induced hiv infection in medical personnel","1990 Jul",1990
"aids prevention the role of the pharmacist","1990 Jul",1990
"world health organization sponsors aids project in africa","1990 Jul",1990
"aids education vs ignorance a mandatory issue","1990 Jul",1990
